공정단계,공정명,배치번호,웨이퍼위치,검사순번,결함유형,불량여부,가로길이,세로길이,검출면적,직경크기,신호강도,신호극성,에너지값,기준편차,명도수준,잡음정도,중심거리,방향각도,정렬정도,점형지수,영역잡음,상대강도,활성지수,패치신호,wafer_x,wafer_y
KB425000,CBCMP,F07KC.1,20,484,99,REAL,0.052,0.157,0.0013,0.157,225,-1,909,174,857,147,115226,28,1.0,7.8688,27.4471,216,0.25,134,101738.51933476272,54095.33029356705
KB425000,CBCMP,F07KC.1,20,485,99,REAL,0.052,0.104,0.001,0.104,171,-1,1146,123,588,113,55577,91,0.9844,8.9034,22.6314,201,0.8125,116,-969.9523925649038,55568.53535370676
KB425000,CBCMP,F07KC.1,20,486,99,REAL,0.052,0.104,0.001,0.104,191,-1,689,121,765,126,56494,98,0.9684,7.6975,24.3054,188,0.1875,40,-7862.445165637932,55944.20427548628
KB425000,CBCMP,F07KC.1,20,487,21,REAL,0.052,0.104,0.0011,0.104,204,-1,897,143,1113,133,118510,150,1.0,4.9184,41.6633,204,1.0,102,-102632.67060249383,59254.99999999999
KB425000,CBCMP,F07KC.1,20,489,99,REAL,0.104,0.157,0.0035,0.157,338,1,1187,250,1578,192,61661,104,0.9973,7.3023,50.1588,367,1.0,166,-14917.146004571116,59829.404777904216
KB425000,CBCMP,F07KC.1,20,490,99,REAL,0.104,0.104,0.0023,0.104,257,1,1041,196,1740,146,60892,97,0.994,9.0162,34.6252,313,1.0,213,-7420.8680586262335,60438.12026574338
KB425000,CBCMP,F07KC.1,20,491,99,REAL,0.052,0.052,0.0007,0.052,167,-1,881,126,690,103,69309,85,0.9515,9.5303,17.3524,166,0.7188,80,6040.677374097438,69045.25833004079
KB425000,CBCMP,F07KC.1,20,492,99,REAL,0.052,0.052,0.0008,0.052,197,-1,1004,123,693,173,82101,97,0.9946,9.5328,18.9132,181,0.7813,77,-10005.594962906003,81489.03159590419
KB425000,CBCMP,F07KC.1,20,493,99,REAL,0.052,0.104,0.0011,0.104,223,-1,752,162,761,90,103885,128,1.0,8.1892,26.8632,226,0.25,28,-63957.99236420601,81862.49713843432
KB425000,CBCMP,F07KC.1,20,494,99,REAL,0.262,0.262,0.0091,0.262,948,1,1983,889,2258,112,105823,111,0.9027,10.8552,85.7042,931,1.0,811,-37923.57152473231,98794.28147321338
KB425000,CBCMP,F07KC.1,20,496,99,REAL,0.052,0.052,0.001,0.052,237,-1,965,136,612,219,110343,78,0.8044,9.9768,23.5538,235,0.7813,130,22941.599699904033,107931.74070777031
KB425000,CBCMP,F07KC.1,20,500,21,REAL,0.367,0.944,0.0621,0.944,1931,1,2823,1808,2982,128,130512,123,0.9271,7.6337,232.8676,1778,0.625,1636,-71081.92973788122,109456.57316369319
KB425000,CBCMP,F07KC.1,20,505,56,REAL,0.157,0.314,0.0025,0.314,122,1,608,70,1121,103,135646,76,1.0,7.9837,14.8302,119,1.0,87,32815.73745051252,131616.7340864338
KB425000,CBCMP,F07KC.1,20,507,21,REAL,2.832,1.573,4.4917,2.832,1367,-1,1455,1336,549,61,140066,88,1.0,3.4792,310.8552,1082,0.6465,1078,4888.232905132516,139980.67557725665
KB425000,CBCMP,F07KC.1,20,511,39,REAL,0.157,0.104,0.0005,0.157,104,1,525,56,1091,96,144388,98,1.0,9.7453,10.8173,105,0.7813,70,-20094.925701421915,142982.82590945787
KB425000,CBCMP,F07KC.1,20,514,21,REAL,0.262,0.209,0.0037,0.262,298,-1,1717,221,829,114,48501,229,1.0,8.6829,32.993,287,1.0,216,-31819.518965068593,-36604.16935038467
KB425000,CBCMP,F07KC.1,20,572,56,REAL,0.314,0.157,0.009,0.314,617,-1,3678,431,797,356,146488,201,1.0,6.1464,99.9306,615,1.0,184,-136758.3295167221,-52496.60419299197
KB425000,CBCMP,F07KC.1,20,684,21,REAL,0.209,0.209,0.0031,0.209,329,-1,1796,263,850,115,85270,299,1.0,10.106,31.1984,316,1.0,252,41339.71631840518,-74578.82242777626
KB425000,CBCMP,F07KC.1,20,685,21,REAL,0.209,0.209,0.0062,0.209,292,-1,1842,240,769,106,79305,282,0.9754,10.0266,30.4548,306,1.0,257,16488.43664030241,-77571.99547619445
KB425000,CBCMP,F07KC.1,20,704,56,REAL,0.104,0.052,0.001,0.104,169,-1,1085,125,848,112,116577,272,1.0,8.9472,19.965,178,1.0,96,4068.478627087492,-116505.98444140513
KB425000,CBCMP,F07KC.1,20,767,21,REAL,0.052,0.052,0.0043,0.052,851,-1,4792,116,851,946,144635,259,1.0,2.9637,265.0515,786,1.0,-484,-27597.659046286528,-141977.6476779529
KB425000,CBCMP,F07KC.1,20,781,21,REAL,0.157,0.104,0.0012,0.157,167,-1,1112,105,704,131,34808,167,0.8361,8.0247,21.7377,174,1.0,117,-33915.87321504446,7830.0962996012595
KB425000,CBCMP,F07KC.1,20,785,21,REAL,0.314,0.472,0.0205,0.472,552,-1,3300,491,872,110,100972,134,1.0,7.7707,68.749,535,0.9766,468,-70141.04498198588,72633.17831979427
KB425000,CBCMP,F07KC.1,20,786,21,REAL,0.367,0.419,0.0127,0.419,785,-1,4506,718,890,111,100199,133,1.0,8.6824,86.3899,751,1.0,684,-68335.55367990227,73280.90954853928
KB425000,CBCMP,F07KC.1,20,787,21,REAL,0.104,0.052,0.0023,0.104,444,-1,2846,181,805,351,98619,109,1.0,3.5686,103.6215,370,1.0,35,-32107.205824410332,93246.09640702902
KB425000,CBCMP,F07KC.1,20,788,21,REAL,0.576,0.367,0.0233,0.576,416,-1,2621,332,687,117,141258,43,1.0,6.791,57.9393,394,1.0,325,103309.56118332078,96337.72434570841
KB425000,CBCMP,F07KC.1,20,792,56,REAL,0.157,0.104,0.0025,0.157,192,-1,1012,114,717,111,134533,96,1.0,7.7749,23.9858,187,1.0,79,-14062.527748787235,133796.01414957992
KB425000,CBCMP,F07KC.1,20,796,56,REAL,0.209,0.209,0.0065,0.209,301,-1,1753,242,750,128,144641,81,0.9867,10.0395,30.2404,304,1.0,242,22626.83745788404,142860.22927202133
KB425000,CBCMP,F07RB.1,7,3,99,REAL,0.104,0.104,0.0033,0.104,481,1,994,240,1974,180,10528,269,0.9896,6.2934,68.3715,431,1.0,109,-183.73893497172065,-10526.396534606487
KB425000,CBCMP,F07RB.1,7,8,99,REAL,0.052,0.052,0.0017,0.052,363,1,771,214,1815,285,59020,346,1.0,7.2695,43.5652,317,1.0,120,57266.85376480931,-14278.230278292398
KB425000,CBCMP,F07RB.1,7,10,99,REAL,0.052,0.052,0.0025,0.052,515,1,1357,197,1693,320,130849,349,1.0,6.5109,68.6355,447,1.0,213,128444.93532694338,-24967.166236025492
KB425000,CBCMP,F07RB.1,7,11,99,REAL,0.104,0.104,0.0023,0.104,350,1,1121,211,1781,215,57956,203,1.0,8.2057,43.6427,358,1.0,195,-53348.779286689634,-22645.213282724337
KB425000,CBCMP,F07RB.1,7,14,99,REAL,0.052,0.052,0.0014,0.052,290,1,671,199,1834,267,27888,236,0.9881,5.8224,44.4831,305,1.0,49,-15594.77169199218,-23120.19982341501
KB425000,CBCMP,F07RB.1,7,16,99,REAL,0.104,0.157,0.0033,0.157,431,1,1181,286,1577,234,23306,269,1.0,6.0526,68.5574,415,1.0,64,-406.7457844273292,-23302.450383314856
KB425000,CBCMP,F07RB.1,7,28,99,REAL,0.052,0.052,0.0019,0.052,396,1,1294,217,1909,232,28921,247,0.9952,6.3039,56.4621,387,1.0,83,-11300.334967038289,-26621.920866698027
KB425000,CBCMP,F07RB.1,7,30,99,REAL,0.157,0.157,0.0026,0.157,397,1,1131,252,1667,350,91729,343,0.9949,7.8528,55.9995,439,1.0,224,87720.87895973327,-26818.964102511956
KB425000,CBCMP,F07RB.1,7,36,99,REAL,0.104,0.052,0.002,0.104,347,1,1440,208,1730,130,36077,309,1.0,5.55,52.4263,291,1.0,-12,22703.991747904987,-28037.094851483136
KB425000,CBCMP,F07RB.1,7,37,99,REAL,0.157,0.157,0.0041,0.157,464,1,441,236,1592,368,117335,346,0.9978,6.7467,58.2551,394,1.0,231,113849.64904259404,-28385.90562018703
KB425000,CBCMP,F07RB.1,7,38,99,REAL,0.104,0.104,0.003,0.104,470,1,1031,250,1709,174,132179,348,0.9786,7.2151,60.6074,438,1.0,225,129290.57171739369,-27481.559380600684
KB425000,CBCMP,F07RB.1,7,43,99,REAL,0.104,0.052,0.0025,0.104,503,1,714,182,1556,323,133685,344,0.978,6.1078,67.4663,413,1.0,150,128506.26982151416,-36848.5799123955
KB425000,CBCMP,F07RB.1,7,45,99,REAL,0.157,0.157,0.0052,0.157,613,1,482,248,1767,308,126375,343,0.9917,5.545,92.5708,514,1.0,190,120853.01353482858,-36948.47418433591
KB425000,CBCMP,F07RB.1,7,46,99,REAL,0.157,0.104,0.0027,0.157,422,1,958,185,1634,421,103181,337,0.9714,7.8222,57.6059,450,1.0,250,94978.61128407624,-40316.02856865177
KB425000,CBCMP,F07RB.1,7,47,99,REAL,0.104,0.104,0.0031,0.104,411,1,1180,205,1735,313,61425,307,0.9952,7.0982,51.5816,367,1.0,173,36966.48779711455,-49056.18620465497
KB425000,CBCMP,F07RB.1,7,51,99,REAL,0.104,0.104,0.0027,0.104,389,1,1293,249,1915,165,51059,286,0.9767,8.7673,39.642,348,1.0,186,14073.767750660172,-49081.06093291462
KB425000,CBCMP,F07RB.1,7,58,99,REAL,0.104,0.104,0.0024,0.104,306,1,977,201,1650,252,97599,218,0.9944,8.6771,39.8023,346,1.0,217,-76909.06154126246,-60087.944330308914
KB425000,CBCMP,F07RB.1,7,60,99,REAL,0.104,0.104,0.0028,0.104,399,1,727,201,1537,270,122478,329,0.9924,8.9855,42.0224,378,1.0,200,104984.13665539329,-63080.833338833654
KB425000,CBCMP,F07RB.1,7,61,99,REAL,0.052,0.104,0.0019,0.104,356,1,938,211,1778,228,76516,306,0.9437,8.6034,40.415,348,1.0,177,44974.97636441086,-61902.74434159349
KB425000,CBCMP,F07RB.1,7,62,99,REAL,0.104,0.104,0.0028,0.104,421,1,574,202,1465,248,116431,211,0.9714,7.4219,48.569,361,1.0,160,-99800.84598804764,-59966.398099852515
KB425000,CBCMP,F07RB.1,7,66,99,REAL,0.104,0.104,0.0022,0.104,359,1,1165,229,1753,144,83256,233,0.9276,9.5395,37.3568,357,0.9688,253,-50104.71156754693,-66491.19802449741
KB425000,CBCMP,F07RB.1,7,68,99,REAL,0.157,0.209,0.0038,0.209,349,1,1294,201,1765,167,100872,312,0.9715,9.0448,46.7567,423,1.0,316,67496.5425246307,-74962.50483555575
KB425000,CBCMP,F07RB.1,7,70,99,REAL,0.157,0.104,0.0028,0.157,320,1,1283,206,1708,177,94190,235,0.9779,8.361,39.5109,331,1.0,169,-54025.16453990506,-77155.93105158012
KB425000,CBCMP,F07RB.1,7,73,99,REAL,0.157,0.157,0.0039,0.157,394,1,1208,230,1656,152,104403,229,1.0,6.9939,53.388,374,1.0,225,-68494.53080369593,-78793.94430399807
KB425000,CBCMP,F07RB.1,7,76,99,REAL,0.052,0.104,0.003,0.104,487,1,878,205,1341,446,126159,313,0.9916,7.1192,60.9987,435,1.0,152,86040.23110712475,-92266.85164257292
KB425000,CBCMP,F07RB.1,7,77,99,REAL,0.157,0.209,0.0085,0.209,466,1,693,246,1505,197,123835,227,0.9635,7.9466,52.6091,419,1.0,255,-84455.26691833952,-90567.18564000998
KB425000,CBCMP,F07RB.1,7,78,99,REAL,0.104,0.052,0.0024,0.104,265,1,601,184,1730,166,130024,309,0.9875,6.4524,53.1173,343,1.0,88,81826.75452586407,-101047.62649248117
KB425000,CBCMP,F07RB.1,7,79,99,REAL,0.104,0.104,0.0028,0.104,394,1,893,194,1765,250,106670,290,0.9796,7.4772,49.9097,374,1.0,169,36483.28868854911,-100237.01185923284
KB425000,CBCMP,F07RB.1,7,84,99,REAL,0.104,0.157,0.003,0.157,411,1,1674,248,1486,314,112170,269,0.9975,9.3711,42.1534,396,1.0,252,-1957.63643007009,-112152.9159656924
KB425000,CBCMP,F07RB.1,7,85,99,REAL,0.104,0.104,0.0031,0.104,440,1,1136,186,1669,295,113765,262,0.9702,7.4232,55.5035,413,1.0,224,-15833.027830721889,-112657.84684038474
KB425000,CBCMP,F07RB.1,7,87,99,REAL,0.104,0.104,0.0024,0.104,404,1,886,221,1492,356,121004,253,0.97,7.8665,49.3074,388,1.0,156,-35378.14575827008,-115716.70069055112
KB425000,CBCMP,F07RB.1,7,90,99,REAL,0.104,0.104,0.0032,0.104,419,1,1373,280,1626,260,131599,258,0.9938,8.3492,58.3771,488,1.0,232,-27360.97059992637,-128723.24610896809
KB425000,CBCMP,F07RB.1,7,93,99,REAL,0.262,0.209,0.0064,0.262,664,-1,2578,557,459,240,140382,291,0.9952,10.5416,61.429,648,0.4063,536,50308.40949306836,-131057.88743253017
KB425000,CBCMP,F07RB.1,7,99,99,REAL,0.104,0.157,0.0033,0.157,442,1,1272,265,1646,213,129207,359,1.0,8.0279,50.0758,403,1.0,205,129187.32114807185,-2254.973078542097
KB425000,CBCMP,F07RB.1,7,100,99,REAL,0.157,0.209,0.0047,0.209,425,1,949,219,1513,170,23154,355,1.0,7.0415,55.0194,388,1.0,217,23065.892039616276,-2018.0040675792807
KB425000,CBCMP,F07RB.1,7,101,99,REAL,0.104,0.157,0.0039,0.157,532,1,699,181,1809,171,4347,341,1.0,6.1896,67.879,421,0.9688,261,4110.169248130231,-1415.24476742526
KB425000,CBCMP,F07RB.1,7,103,99,REAL,0.052,0.052,0.0022,0.052,465,1,851,187,1325,421,109596,180,0.9717,9.3933,47.0933,443,1.0,190,-109596.0,1.3421639059935333e-11
KB425000,CBCMP,F07RB.1,7,105,99,REAL,0.052,0.157,0.0016,0.157,309,-1,645,151,1024,383,59787,1,1.0,8.5416,34.2385,293,0.2813,100,59777.894150315165,1043.4270236658692
KB425000,CBCMP,F07RB.1,7,109,99,REAL,0.157,0.104,0.0039,0.157,485,1,1146,239,1591,332,45458,3,0.9855,8.6743,52.2536,454,1.0,277,45395.701390873415,2379.0878988917407
KB425000,CBCMP,F07RB.1,7,110,99,REAL,0.104,0.104,0.0029,0.104,340,1,912,190,1595,187,128861,1,0.9732,6.0829,54.8549,334,1.0,197,128841.37384554773,2248.9345459147908
KB425000,CBCMP,F07RB.1,7,111,99,REAL,0.314,0.052,0.0018,0.314,302,-1,653,169,825,266,66033,175,1.0,8.5068,34.3222,292,0.0342,125,-65781.72449909223,5755.155160856113
KB425000,CBCMP,F07RB.1,7,115,99,REAL,0.157,0.104,0.0027,0.157,244,1,1036,184,1858,149,15941,19,0.9585,7.1495,47.3836,339,1.0,120,15072.51161362871,5189.881950201535
KB425000,CBCMP,F07RB.1,7,116,99,REAL,0.104,0.104,0.0026,0.104,259,1,797,185,1513,230,23224,13,1.0,8.1166,43.7856,356,1.0,190,22628.770384572304,5224.263286081921
KB425000,CBCMP,F07RB.1,7,117,99,REAL,0.052,0.052,0.002,0.052,409,1,1144,189,1840,338,42473,6,0.9927,6.0599,59.951,377,1.0,79,42240.32846197667,4439.637420367046
KB425000,CBCMP,F07RB.1,7,120,99,REAL,0.104,0.104,0.0021,0.104,366,1,877,188,1587,234,31693,164,0.9948,6.9668,50.6503,373,1.0,75,-30465.26692937314,8735.774717908156
KB425000,CBCMP,F07RB.1,7,127,99,REAL,0.104,0.104,0.0023,0.104,345,1,1299,246,1808,205,54018,170,0.9884,9.3048,38.4016,357,1.0,249,-53197.34520221345,9380.12726121224
KB425000,CBCMP,F07RB.1,7,128,99,REAL,0.104,0.157,0.0029,0.157,236,1,844,210,1868,193,18345,64,0.969,7.272,47.2279,344,1.0,163,8041.918687845626,16488.37677935822
KB425000,CBCMP,F07RB.1,7,129,99,REAL,0.157,0.157,0.0039,0.157,305,1,998,242,1739,203,41371,155,0.9999,6.6181,57.7327,383,1.0,187,-37494.85945749324,17484.14010647448
KB425000,CBCMP,F07RB.1,7,131,99,REAL,0.104,0.157,0.0026,0.157,355,1,726,224,1744,153,41899,25,0.9802,7.3077,46.0674,337,1.0,186,37973.38996904859,17707.282548673567
KB425000,CBCMP,F07RB.1,7,133,99,REAL,0.104,0.157,0.0058,0.157,692,1,905,184,1545,463,134398,7,0.9985,6.7857,78.5308,533,1.0,314,133396.2176882904,16378.99601496501
KB425000,CBCMP,F07RB.1,7,134,99,REAL,0.104,0.157,0.0031,0.157,355,1,790,226,1897,152,19761,113,0.9349,7.5769,42.3334,321,1.0,184,-7721.23783007654,18190.09640907367
KB425000,CBCMP,F07RB.1,7,137,99,REAL,0.104,0.104,0.004,0.104,501,1,809,246,1778,207,130604,9,1.0,6.4656,65.6799,425,1.0,234,128996.04803508737,20430.966872114313
KB425000,CBCMP,F07RB.1,7,141,99,REAL,0.157,0.157,0.0041,0.157,448,1,1386,204,1560,217,36937,127,0.9954,7.1392,56.2718,402,1.0,150,-22229.241510167212,29499.19983461685
KB425000,CBCMP,F07RB.1,7,144,99,REAL,0.052,0.104,0.0021,0.104,309,1,692,207,1796,234,32495,109,1.0,7.5845,48.5872,379,1.0,109,-10579.337179085305,30724.6261140998
KB425000,CBCMP,F07RB.1,7,149,99,REAL,0.104,0.157,0.004,0.157,312,1,1346,230,1857,143,61780,137,0.9912,7.1664,55.7993,400,1.0,245,-45183.03168603235,42133.85868466116
KB425000,CBCMP,F07RB.1,7,151,99,REAL,0.052,0.052,0.0022,0.052,461,1,885,231,1614,374,108023,23,1.0,6.5114,63.216,412,1.0,131,99435.69578449297,42207.94869279682
KB425000,CBCMP,F07RB.1,7,154,99,REAL,0.052,0.104,0.0029,0.104,461,1,1215,201,1611,487,43651,84,0.9804,8.323,54.1528,451,1.0,160,4562.771950096341,43411.8752547205
KB425000,CBCMP,F07RB.1,7,156,99,REAL,0.104,0.104,0.0032,0.104,448,1,1159,208,1723,201,130248,21,0.982,8.4856,49.0203,416,1.0,188,121596.98339040753,46676.70869237627
KB425000,CBCMP,F07RB.1,7,157,99,REAL,0.052,0.104,0.0013,0.104,226,-1,794,108,1442,160,57631,71,1.0,7.1044,27.1906,194,0.4688,98,18762.8183095204,54491.18103036422
KB425000,CBCMP,F07RB.1,7,159,99,REAL,0.157,0.157,0.0035,0.157,369,1,1038,229,1494,273,133110,155,0.9821,7.1633,48.6816,349,1.0,193,-120638.62953244847,56254.71682030451
KB425000,CBCMP,F07RB.1,7,162,99,REAL,0.104,0.104,0.0039,0.104,340,1,937,233,1589,233,123130,152,0.9748,7.5378,58.1404,439,1.0,242,-108717.33710871969,57806.03352582672
KB425000,CBCMP,F07RB.1,7,163,21,REAL,2.622,2.569,1.7879,2.622,763,-1,3645,666,722,157,61878,111,1.0,3.3296,176.8045,589,0.417,495,-22175.09198196409,57768.08963079385
KB425000,CBCMP,F07RB.1,7,164,99,REAL,0.104,0.104,0.0024,0.104,331,1,1308,242,1892,185,90601,41,0.9975,9.5835,41.0235,394,1.0,258,68377.44267776336,59439.60408556895
KB425000,CBCMP,F07RB.1,7,165,99,REAL,0.104,0.104,0.003,0.104,430,1,462,196,1716,218,115320,31,0.9602,7.3742,54.6422,403,1.0,206,98848.53311696759,59394.190798627445
KB425000,CBCMP,F07RB.1,7,166,99,REAL,0.104,0.104,0.0027,0.104,530,1,1107,234,1632,379,128292,27,0.9813,9.0055,46.4486,419,1.0,243,114309.0090011741,58243.349192585934
KB425000,CBCMP,F07RB.1,7,167,99,REAL,0.104,0.052,0.0022,0.104,510,1,569,189,1574,326,135343,26,0.9898,7.97,46.9395,375,1.0,165,121645.48260826817,59330.4661198741
KB425000,CBCMP,F07RB.1,7,169,99,REAL,0.104,0.052,0.0024,0.104,407,1,1356,201,1589,321,91359,131,0.9778,7.9707,44.2786,353,1.0,181,-59936.896829543744,68949.51253957224
KB425000,CBCMP,F07RB.1,7,170,99,REAL,0.052,0.052,0.0015,0.052,351,1,936,183,1710,240,105030,139,1.0,8.2102,45.2323,371,1.0,193,-79267.14721079775,68905.87981487298
KB425000,CBCMP,F07RB.1,7,172,99,REAL,0.052,0.104,0.0023,0.104,407,1,988,239,1688,290,81233,84,1.0,8.7403,43.3853,380,1.0,217,8491.160656621294,80787.99712645095
KB425000,CBCMP,F07RB.1,7,174,99,REAL,0.104,0.104,0.0028,0.104,477,1,972,183,1310,488,109189,48,0.9862,8.2617,51.391,425,1.0,160,73061.70177771738,81143.2403490512
KB425000,CBCMP,F07RB.1,7,176,99,REAL,0.104,0.157,0.0038,0.157,473,1,886,184,1595,331,107928,119,0.9954,7.6375,58.115,444,1.0,289,-52324.53269394666,94395.95575214071
KB425000,CBCMP,F07RB.1,7,181,99,REAL,0.104,0.104,0.0023,0.104,277,1,1127,194,1537,239,119667,124,0.9729,8.755,38.8055,339,1.0,209,-66916.93717963384,99208.43919494418
KB425000,CBCMP,F07RB.1,7,182,99,REAL,0.104,0.104,0.0025,0.104,297,1,765,196,1330,271,114861,74,0.955,7.4482,50.7589,379,1.0,133,31659.98232649634,110411.47965717125
KB425000,CBCMP,F07RB.1,7,183,99,REAL,0.104,0.104,0.0023,0.104,284,1,1120,198,1861,203,120541,86,0.9657,6.0205,57.5221,347,1.0,195,8408.5151015906,120247.36818236946
KB425000,CBCMP,F07RB.1,7,203,21,REAL,0.209,0.157,0.0023,0.209,254,-1,1359,166,811,148,144891,277,1.0,8.7969,26.0113,229,1.0,172,17657.771035315254,-143811.00445746278
KB425000,CBCMP,F07RB.1,7,206,21,REAL,0.209,0.262,0.0039,0.262,357,-1,2063,289,777,112,79238,175,1.0,9.6812,36.1553,351,1.0,286,-78936.47548739373,6906.04674383894
KB425000,CBCMP,F07RB.1,7,207,21,REAL,0.262,0.157,0.0054,0.262,449,-1,2696,283,746,221,141780,171,1.0,6.9814,54.2782,379,1.0,248,-140034.4529295786,22179.27845340395
KB425000,CBCMP,F07RB.1,7,208,21,REAL,0.104,0.314,0.0028,0.314,234,-1,1517,147,620,170,117912,163,1.0,8.01,27.2552,219,1.0,102,-112759.80638511345,34474.132447267315
KB425000,CBCMP,F07RB.1,7,210,21,REAL,0.052,0.104,0.0011,0.104,177,-1,1037,102,796,134,90215,40,1.0,4.9033,35.278,173,1.0,-55,69108.6994359786,57989.084207871136
KB425000,CBCMP,F07RB.1,8,3,56,REAL,0.209,0.209,0.0037,0.209,294,1,1656,207,1121,148,11838,242,1.0,6.3924,42.6798,273,1.0,93,-5557.6043602593745,-10452.333604263978
KB425000,CBCMP,F07RB.1,8,7,99,REAL,0.157,0.157,0.0045,0.157,562,1,796,248,1620,201,122013,184,0.9908,7.4484,67.5296,503,1.0,225,-121715.78246435193,-8511.196630941957
KB425000,CBCMP,F07RB.1,8,10,99,REAL,0.157,0.157,0.0037,0.157,461,1,1367,288,1626,178,103727,352,1.0,9.9761,45.468,454,0.9375,315,102717.53596635685,-14436.008243284754
KB425000,CBCMP,F07RB.1,8,34,99,REAL,0.157,0.157,0.0042,0.157,498,1,1361,217,1538,327,49972,327,0.9836,8.5324,55.9214,478,1.0,251,41910.04562136873,-27216.701857770928
KB425000,CBCMP,F07RB.1,8,44,99,REAL,0.104,0.104,0.0033,0.104,470,1,1087,194,1356,432,28080,255,0.9909,7.3767,57.8532,427,1.0,170,-7267.638786478779,-27123.19720219704
KB425000,CBCMP,F07RB.1,8,53,99,REAL,0.157,0.157,0.0039,0.157,496,1,923,331,1078,159,90312,198,0.9675,10.5959,43.9761,466,0.2813,350,-85891.81609964791,-27907.94279599024
KB425000,CBCMP,F07RB.1,8,54,99,REAL,0.157,0.157,0.0033,0.157,255,1,973,185,1388,215,52007,222,0.9791,8.457,44.6162,378,1.0,250,-38648.73293860284,-34799.47544490514
KB425000,CBCMP,F07RB.1,8,55,99,REAL,0.157,0.157,0.0028,0.157,391,1,1090,246,1529,335,112297,198,0.9871,8.6769,50.3007,436,1.0,311,-106800.79361039687,-34701.68141732345
KB425000,CBCMP,F07RB.1,8,56,99,REAL,0.052,0.052,0.0013,0.052,293,-1,1306,158,603,292,80898,206,1.0,9.6048,30.5265,293,0.125,120,-72710.64075751,-35463.34903294279
KB425000,CBCMP,F07RB.1,8,58,99,REAL,0.104,0.157,0.0036,0.157,342,1,1207,193,1670,169,90778,336,0.9903,8.001,51.3491,411,1.0,207,82929.82955388003,-36922.73898513499
KB425000,CBCMP,F07RB.1,8,62,99,REAL,0.104,0.104,0.0026,0.104,325,1,1411,232,1679,141,78673,329,0.9753,8.2015,42.4996,349,1.0,176,67435.92304813727,-40519.59046739872
KB425000,CBCMP,F07RB.1,8,69,99,REAL,0.157,0.157,0.0059,0.157,351,1,568,211,1474,308,130892,201,0.9478,5.804,87.9476,511,1.0,274,-122198.20918507173,-46907.49765188347
KB425000,CBCMP,F07RB.1,8,72,99,REAL,0.157,0.209,0.0047,0.209,236,1,1108,194,1499,183,53645,258,0.9775,8.6249,48.7419,421,1.0,302,-11153.422653918724,-52472.728041365
KB425000,CBCMP,F07RB.1,8,73,99,REAL,0.052,0.157,0.0027,0.157,355,1,782,217,1700,245,101548,211,0.9901,7.9729,49.5452,396,1.0,196,-87043.62505169811,-52301.08643096618
KB425000,CBCMP,F07RB.1,8,83,99,REAL,0.104,0.104,0.0025,0.104,316,1,1156,185,1435,305,103645,216,0.9571,7.8512,47.3776,372,1.0,226,-83850.56638199143,-60921.00247385337
KB425000,CBCMP,F07RB.1,8,84,99,REAL,0.052,0.104,0.0028,0.104,461,1,1616,183,1368,377,61096,269,0.9932,7.3919,59.1793,438,1.0,88,-1066.2722236922725,-61086.69478327488
KB425000,CBCMP,F07RB.1,8,88,99,REAL,0.052,0.104,0.0019,0.104,377,1,770,210,1566,404,115417,325,0.992,8.4959,48.6587,413,1.0,264,94544.07149570253,-66200.47155432873
KB425000,CBCMP,F07RB.1,8,104,99,REAL,0.104,0.104,0.0022,0.104,392,1,1391,206,1557,341,129281,325,0.9921,9.9559,41.8671,416,1.0,233,105900.79543772512,-74152.53526789964
KB425000,CBCMP,F07RB.1,8,105,99,REAL,0.104,0.104,0.0034,0.104,438,1,876,193,1662,235,129651,214,0.9907,7.0905,57.5444,409,1.0,155,-107485.55031933372,-72499.91912788578
KB425000,CBCMP,F07RB.1,8,107,99,REAL,0.104,0.157,0.0025,0.157,397,1,1005,236,1555,362,96020,230,0.9898,8.383,49.334,413,1.0,172,-61720.46628210152,-73555.58742828426
KB425000,CBCMP,F07RB.1,8,108,99,REAL,0.157,0.157,0.004,0.157,403,1,1356,206,1631,333,95858,309,0.9905,8.14,51.1723,417,1.0,236,60325.39404525532,-74495.65757334231
KB425000,CBCMP,F07RB.1,8,109,99,REAL,0.104,0.104,0.0029,0.104,405,1,1087,186,1762,198,113915,316,0.9875,8.3943,46.2712,389,1.0,217,81943.59335557741,-79132.00827083671
KB425000,CBCMP,F07RB.1,8,123,99,REAL,0.104,0.052,0.0021,0.104,405,1,730,207,1608,346,115323,228,0.9999,9.0779,42.3607,385,1.0,175,-77166.1489171226,-85701.69070852955
KB425000,CBCMP,F07RB.1,8,126,99,REAL,0.052,0.052,0.0016,0.052,302,1,774,185,1827,186,106315,235,1.0,4.8289,52.6059,344,1.0,42,-60979.7788306615,-87088.14958858414
KB425000,CBCMP,F07RB.1,8,127,99,REAL,0.157,0.157,0.0041,0.157,495,1,1323,313,1805,160,92281,250,0.9797,9.3825,52.1448,490,1.0,330,-31561.96084623602,-86715.77473874441
KB425000,CBCMP,F07RB.1,8,147,99,REAL,0.104,0.104,0.0033,0.104,242,1,943,206,1845,180,109328,294,0.9892,8.7404,51.407,450,1.0,231,44467.70371419103,-99876.09779315029
KB425000,CBCMP,F07RB.1,8,148,99,REAL,0.104,0.104,0.0029,0.104,422,1,817,182,1681,320,112964,297,0.9928,7.0432,50.8378,359,1.0,133,51284.58281257815,-100651.66099841481
